id,title,release_date,vote_average,vote_count,popularity,original_language,genre_ids,budget,revenue,runtime,production_companies,overview
872906,Jawan,2023-09-07,7.224,220,46.7,hi,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",36150000,136698671,169,['Red Chillies Entertainment'],"An emotional journey of a prison warden, driven by a personal vendetta while keeping up to a promise made years ago, recruits inmates to commit outrageous crimes that shed light on corruption and injustice, in an attempt to get even with his past,  and that leads him to an unexpected reunion."
387824,Mom's Friend,2015-08-20,6.3,13,51.018,ko,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0,91,['Four Seasons of Younghwasa'],"Seong Soo, a twenty years old boy, decided to move to Seoul after being accepted into Seoul University. However, he was a victim of real estate scam. He then moves into his mother's friend's house. Moreover, it turns out that his mother's friend is a sexy self-employed mother and Seong Soo is attracted to her."
62835,Colombiana,2011-07-27,6.607,2499,43.374,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",40000000,71508440,108,"['A.J.O.Z. Films', 'EuropaCorp', 'Grive Productions', 'CinéCinéma', 'Canal+', 'TF1 Films Production']","After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death."
333167,Empire of Lust,2015-03-05,6.9,41,59.85,ko,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",0,0,113,"['Fineworks', 'CJ Entertainment']",A brilliant general distinguishes himself by protecting the dynasty's borders while keeping an eye on one of the sons of the king.
521029,Annabelle Comes Home,2019-06-26,6.423,3361,52.871,en,"[{'id': 27, 'name': 'Horror'}]",30000000,231300000,106,"['Atomic Monster', 'The Safran Company', 'New Line Cinema']","Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends."
197,Braveheart,1995-05-24,7.939,9825,59.075,en,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",72000000,213200000,177,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule."
833205,Americanish,2023-10-06,5.7,10,61.74,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0,0,88,['Autonomous Pictures'],"In Jackson Heights, career-driven sisters Maryam and Sam and their newly-immigrated cousin Ameera must navigate the consistent — and sometimes conflicting — demands of romance, culture, work and family."
934194,Slash/Back,2022-06-24,6.552,67,59.064,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",0,15511,87,"['Good Question Media', 'Mixtape VR', 'Red Marrow Media', 'Scythia Films', 'Stellar Citizens']","In a remote Arctic community, a group of Inuit girls fight off an alien invasion, all while trying to make it to the coolest party in town."
1227780,Prom Dates,2024-05-02,4.857,14,59.061,en,"[{'id': 35, 'name': 'Comedy'}]",0,0,86,"['LD Entertainment', 'American High', 'HartBeat Productions']","Jess and Hannah, who made a pact at 13 to have the perfect senior prom. Despite the impending changes that college will bring over the next four years, the two are committed to honoring their prom pact. But with only 24 hours left before the big event, everything falls apart when they break up with each of their dates. Jess and Hannah are left with one night to find new dates and live out their middle-school fantasies."
1176202,Heartbeat,2023-12-07,6.929,14,59.135,es,"[{'id': 18, 'name': 'Drama'}]",0,0,93,['Animal de Luz Films'],"The newly separated Leonor comes from the monied class, while sixteen year old aspiring ballerina Emilia does not. They begin a tense pas de deux waiting out Emilia’s pregnancy in a remote country home, isolated from the world and each other."
1177096,Ōmuro-ke dear sisters,2024-02-02,6.5,2,66.314,ja,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",0,0,42,"['Passione', 'Studio Lings', 'Lantis']",The first part of a spin-off of YuruYuri featuring Sakurako and her sisters.
12242,Mulan II,2004-11-03,6.485,2266,49.847,en,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",0,0,79,"['Walt Disney Pictures', 'DisneyToon Studios']","Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family."
19119,Night and the City,1950-06-15,7.466,238,58.961,en,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",0,0,95,['20th Century Fox'],"Londoner Harry Fabian is a second-rate con man looking for an angle. After years of putting up with Harry's schemes, his girlfriend, Mary, becomes fed up when he taps her for yet another loan."
473924,Reunion Goals: The Beginning,2017-02-02,8.5,6,58.924,ko,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,0,98,[],"Are we dating? Even if I slept with her?  Is it alright for friends to sleep with each other?  Pretending not to know, pretending to know all the flirting going around.  The flirting goes on any time and at any place!  Today with this one, tomorrow with that one and who knows who the day after..."
7347,Elite Squad,2007-10-12,8.048,2325,42.585,pt,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",4000000,14759148,115,"['Universal Pictures do Brasil', 'The Weinstein Company', 'Zazen Produções', 'Estúdios Mega', 'Quanta Centro de Produções Cinematográficas', 'Costa Films', 'Posto 9', 'Feijão Filmes']","In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged."
68818,Blackthorn,2011-07-01,6.578,243,50.331,en,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",0,987883,98,"['Audiovisual Aval SGR', 'Quickfire Films', 'Arcadia Motion Pictures', 'Noodles Production', 'Canal+ España', 'ONO', 'Ariane Mararía Films', 'Nix Films', 'Eter Pictures', 'Manto Films', 'Pegaso Producciones', 'Ibermedia European Community Program', 'TVE']","In Bolivia, Butch Cassidy (now calling himself James Blackthorn) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike."
24,Kill Bill: Vol. 1,2003-10-10,7.971,16920,56.322,en,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",30000000,180906076,111,"['Miramax', 'A Band Apart', 'Super Cool ManChu']","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance."
1578,Raging Bull,1980-11-14,7.938,4169,54.814,en,"[{'id': 18, 'name': 'Drama'}]",18000000,23380203,129,"['United Artists', 'Chartoff-Winkler Productions']","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
1027073,In the Land of Saints and Sinners,2023-10-06,6.491,211,82.188,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,0,106,"['Facing East Entertainment', 'Jumpy Cow Pictures', 'Merlin Films', 'Prodigal Films', 'Bleiberg Entertainment', 'Saga Film', 'Davis Films']","In a remote Irish village, a damaged Finbar is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried."
80788,Beautiful Teacher in Torture Hell,1985-12-14,5.7,23,52.991,ja,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",0,0,67,['Nikkatsu Corporation'],A female teacher who is skilled in kendo is assigned to a rural high school in a beautiful remote valley. But she is soon trapped in a wide conspiracy of lust and perversion by those around her.
912916,The Other Zoey,2023-10-19,7.025,315,45.379,en,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0,168000,91,"['GulfStream Pictures', 'Wattpad']","Highly intelligent computer major Zoey Miller is uninterested in romantic love, but her life is turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend."
1966,Alexander,2004-11-21,5.945,3160,44.546,en,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",155000000,167298192,175,"['Warner Bros. Pictures', 'Intermedia', 'Egmond Film & Television', 'Pacifica Film', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Santa International Film Productions', 'Renn Productions', 'Pathé', 'Cecchi Gori Pictures', 'Dune Films', 'France 2 Cinéma', 'France 3 Cinéma', 'Banque Populaire Images 4', 'Canal+']","Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India."
158015,The Purge,2013-05-31,6.257,8177,58.604,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3000000,89328627,86,"['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions']","Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion."
184345,A Haunted House 2,2014-04-17,6.121,1375,64.044,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",4000000,25343661,87,"['Automatik Entertainment', 'IM Global Octane', 'Wayans Bros. Entertainment', 'Endgame Entertainment']","After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events."
787752,Fresh,2022-03-03,6.981,1464,57.31,en,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0,0,114,"['Legendary Pictures', 'Hyperobject Industries']","Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store."
489064,3 from Hell,2019-09-16,5.81,447,53.296,en,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",3000000,2295825,115,"['Lionsgate', 'Capital Arts Entertainment', 'Spookshow International', 'Saban Films']","After barely surviving a furious shootout with the police, Baby Firefly, Otis Driftwood and Captain Spaulding are behind bars. But pure evil cannot be contained. Teaming up with Otis’ half-brother Winslow, the demented Firefly clan escape to unleash a whole new wave of murder, madness and mayhem."
199,Star Trek: First Contact,1996-11-22,7.3,1690,50.536,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",46000000,146027888,111,['Paramount'],"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
666277,Past Lives,2023-06-02,7.806,1326,55.587,en,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12000000,28126646,106,"['A24', 'Killer Films', '2AM', 'CJ ENM']","Nora and Hae Sung, two childhood friends, are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life."
920081,Megaboa,2021-11-26,6.4,457,58.565,en,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",0,0,100,"['The Asylum', 'Emerald City Films']","On a trip to Colombia, a group of college students encounter a fifty-foot boa constrictor, hungry for blood."
698508,Redeeming Love,2022-01-21,7.851,462,58.561,en,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",30000000,9500000,134,"['Mission Pictures International', 'Advantage Entertainment', 'Pinnacle Peak Pictures', 'Nthibah Pictures']",A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.
8273,American Wedding,2003-08-01,6.218,3955,63.784,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",55000000,231449203,103,"['Loumolo & Co.', 'Universal Pictures', 'LivePlanet', 'Zide-Perry Productions']","With high school a distant memory, Jim and Michelle are getting married — and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle — prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear."
253,Live and Let Die,1973-06-27,6.499,1953,48.025,en,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7000000,126377836,121,['EON Productions'],James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.
1007826,The Underdoggs,2024-01-25,6.925,147,40.17,en,"[{'id': 35, 'name': 'Comedy'}]",30000000,0,96,"['Death Row Pictures', 'Khalabo Ink Society', 'SMAC Entertainment', 'Panoramic Media Company', 'Metro-Goldwyn-Mayer']","Jaycen 'Two Js' Jennings is a washed-up former pro football star who has hit rock bottom. When sentenced to community service coaching the Underdoggs, an unruly pee-wee football team in his hometown, he sees it mostly as an opportunity to rebuild his public image. But in the process, he may just turn his life around and rediscover his love of the game."
916821,Gasoline Alley,2022-02-25,5.091,115,48.542,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",0,0,97,"['308 Enterprises', 'Highland Film Group', 'BondIt', 'Head Gear Films', 'Metrol Technology', 'Yale Productions']","A man implicated in the triple homicide of three Hollywood starlets begins his own investigation. Needing assistance, he enlists the two detectives on his tail in order to expose a conspiracy more explosive than any of them imagined."
27449,Baby Face,1933-07-13,7.3,116,54.012,en,"[{'id': 18, 'name': 'Drama'}]",187000,451000,76,['Warner Bros. Pictures'],"A young woman uses her body and her sexuality to help her climb the social ladder, but soon begins to wonder if her new status will ever bring her happiness."
579974,RRR,2022-03-24,7.769,1205,50.534,te,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",69000000,160000000,185,"['DVV Entertainment', 'Pen Studios', 'Lyca Productions']",A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.
2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,6.621,6191,58.372,en,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",225000000,419665568,150,"['Walt Disney Pictures', 'Walden Media', 'Stillking Films', 'Ozumi Films', 'Propeler', 'Silverbell Films', 'Revolution Sun Studios']","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir."
1265,Bridge to Terabithia,2007-02-15,7.306,4600,50.003,en,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",60000000,137587063,96,"['Lauren Levine Productions Inc.', 'Walden Media', 'Hal Lieberman Company', 'Walt Disney Pictures']","Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen."
9532,Final Destination,2000-03-17,6.597,5387,49.989,en,"[{'id': 27, 'name': 'Horror'}]",23000000,112900000,98,"['Hard Eight Pictures', 'New Line Cinema', 'Zide-Perry Productions']","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
419680,Daddy's Home 2,2017-11-09,6.291,2453,58.248,en,"[{'id': 35, 'name': 'Comedy'}]",69000000,180613180,100,"['Red Granite Pictures', 'Gary Sanchez Productions', 'Paramount']",Brad and Dusty must deal with their intrusive fathers during the holidays.
957304,Drive-Away Dolls,2024-02-22,5.53,217,72.171,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",8000000,5250531,84,"['Working Title Films', 'Focus Features']","Jamie, an uninhibited free spirit bemoaning yet another breakup with a girlfriend, and her demure friend Marian desperately needs to loosen up. In search of a fresh start, the two embark on an impromptu road trip to Tallahassee, but things quickly go awry when they cross paths with a group of inept criminals along the way."
10665,The Strangers,2008-05-29,6.11,2311,51.977,en,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9000000,82391145,86,"['Intrepid Pictures', 'Rogue Pictures', 'Vertigo Entertainment', 'Mandate Pictures']","After a 4 a.m. knock at the door and haunting voices, Kristen McKay and James Hoyt’s remote getaway becomes a psychological night of terror as three masked strangers invade. Now they must go far beyond what they thought themselves capable of if they hope to survive."
50546,Just Go with It,2011-02-10,6.686,5522,58.148,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",80000000,214945591,117,"['Columbia Pictures', 'Happy Madison Productions']","While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives."
50546,Just Go with It,2011-02-10,6.686,5522,58.148,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",80000000,214945591,117,"['Columbia Pictures', 'Happy Madison Productions']","While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives."
13448,Angels & Demons,2009-04-23,6.709,6613,44.472,en,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",150000000,485900000,138,"['Columbia Pictures', 'Imagine Entertainment', 'Skylark Productions', 'Panorama Films']","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave."
818397,Memory,2022-04-28,6.824,1430,58.128,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",30000000,13900000,114,"['Black Bear Pictures', 'Welle Entertainment', 'Saville Productions', 'Open Road Films', 'Briarcliff Entertainment', 'STXfilms']","Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust."
238615,Self/less,2015-07-10,6.41,3003,58.087,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",26000000,31807156,117,"['Ram Bergman Productions', 'Endgame Entertainment']",An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.
1724,The Incredible Hulk,2008-06-12,6.209,11457,58.052,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",150000000,163712074,114,"['Marvel Studios', 'Valhalla Motion Pictures', 'Marvel Entertainment']","Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe."
951996,The Quantum Devil,2023-02-26,4.1,17,58.032,en,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",0,0,90,"['Crazed House', 'Talking Wolf Productions']",A team of scientists face dangerous consequences after they conduct a clandestine experiment to breach the quantum barrier and travel to another dimension.
1247227,Las Pequeñas Cosas,2024-03-14,8.1,14,57.996,es,"[{'id': 18, 'name': 'Drama'}]",0,0,0,[],
348350,Solo: A Star Wars Story,2018-05-15,6.56,8268,57.99,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",250000000,392952373,135,['Lucasfilm Ltd.'],"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian."
489999,Searching,2018-08-24,7.581,3733,57.966,en,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1000000,75462037,102,"['Stage 6 Films', 'Screen Gems', 'Bazelevs Entertainment']","After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop."
515001,Jojo Rabbit,2019-10-18,8.026,9220,57.921,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",14000000,82468705,108,"['Fox Searchlight Pictures', 'Defender Films', 'Piki Films', 'TSG Entertainment', 'Czech Anglo Productions']","A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism."
747,Shaun of the Dead,2004-04-09,7.543,8150,53.436,en,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",6100000,30100000,99,"['Big Talk Studios', 'WT² Productions', 'Working Title Films', 'StudioCanal', 'Universal Pictures', 'Film4 Productions', 'Inside Track', 'FilmFour']","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners."
31743,Hachiko,1987-08-01,7.678,152,53.184,ja,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",0,0,107,"['Mitsui Company Ltd.', 'Tokyu Group', 'Shochiku']","The tragic, true story about Hachikō, an Akita dog who was loyal to his master, Professor Ueno, even after Ueno's death."
9289,The Longest Day,1962-09-25,7.6,893,57.883,en,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",10000000,50100000,178,"['Darryl F. Zanuck Productions', '20th Century Fox']","The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day"""
351523,Purpose of Reunion,2015-08-06,5.167,18,57.847,ko,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",0,0,100,[],"Dongchul, who is managing a small bar, is always enthusiastic about his school reunions. One day, Yujin, who has never showed up to a reunion, shows up at his bar. Her baby face and vitality make her unlike other married women and all the men fall for her, especially Dongchul. They start a relationship but it abruptly flames out due to the sudden arrival of Dongchul’s wife. As they get to know each other's secrets, will their love be allowed to grow?"
455839,Time Trap,2018-06-22,6.213,1042,57.817,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",0,0,87,"['Pad Thai Pictures', 'Filmsmith Production & Management']",A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.
39514,RED,2010-10-13,6.699,6520,45.174,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",58000000,199000000,111,"['di Bonaventura Pictures', 'DC Comics', 'Summit Entertainment']","After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters."
278924,Mechanic: Resurrection,2016-08-25,6.004,3255,57.801,en,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",40000000,125729635,98,"['Davis Films', 'ME2 Productions', 'Millennium Media', 'Chartoff-Winkler Productions', 'Summit Entertainment']","Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents."
2907,The Addams Family,1991-11-22,7.054,4380,48.67,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",30000000,191502426,102,"['Paramount', 'Scott Rudin Productions']","When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life."
51828,One Day,2011-03-02,7.432,4142,50.668,en,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15000000,59400000,107,"['Color Force', 'Film4 Productions', 'Focus Features']","A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together."
9454,EverAfter,1998-07-31,7.408,1404,57.756,en,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",26000000,65700000,121,"['20th Century Fox', 'Mireille Soria Productions', 'Fox Family Films']","Danielle, a vibrant young woman is forced into servitude after the death of her father when she was a young girl. Danielle's stepmother Rodmilla is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry."
51828,One Day,2011-03-02,7.432,4142,50.668,en,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15000000,59400000,107,"['Color Force', 'Film4 Productions', 'Focus Features']","A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together."
9454,EverAfter,1998-07-31,7.408,1404,57.756,en,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",26000000,65700000,121,"['20th Century Fox', 'Mireille Soria Productions', 'Fox Family Films']","Danielle, a vibrant young woman is forced into servitude after the death of her father when she was a young girl. Danielle's stepmother Rodmilla is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry."
